county_string,Category,species,date,waterbody1,waterbody2,specialtype,county
Montgomery County,C,,2021-03-20T00:00:00Z,Poverty Creek,NA,National Forest Water,Montgomery
Carroll County,B,,2021-03-20T00:00:00Z,Stewarts Creek,NA,NSF,Carroll
Bath County,A,,2021-03-20T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Franklin County,A,,2021-03-19T00:00:00Z,Pigg River,NA,Heritage Day Water,Franklin
Carroll County,A,,2021-03-19T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,,2021-03-19T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Wythe County,A,,2021-03-19T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Washington County,A,,2021-03-19T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Grayson County,A,,2021-03-19T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Shenandoah County,B,,2021-03-19T00:00:00Z,Mill Creek,NA,NA,Shenandoah
Bath County,B,,2021-03-19T00:00:00Z,Pads Creek,NA,National Forest Water,Bath
Augusta County,B,,2021-03-19T00:00:00Z,Upper Sherando Lake,NA,National Forest Water,Augusta
Augusta County,A,,2021-03-19T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Giles County,A,,2021-03-18T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Floyd County,B,,2021-03-18T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Floyd County,B,,2021-03-18T00:00:00Z,Laurel Fork,NA,NA,Floyd
Smyth County,A,,2021-03-18T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Rockbridge County,A,,2021-03-18T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,,2021-03-18T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Rockingham County,B,,2021-03-18T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Roanoke County,A,,2021-03-17T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,,2021-03-17T00:00:00Z,Glade Creek,NA,NA,Roanoke
Nelson County,A,,2021-03-17T00:00:00Z,Tye River,NA,NA,Nelson
Prince William County,B,,2021-03-17T00:00:00Z,Quantico MCB,NA,Heritage Day Water,Prince William
Bland County,B,,2021-03-17T00:00:00Z,Lick Creek,NA,NA,Bland
Bland County,C,,2021-03-17T00:00:00Z,Laurel Fork Creek,NA,NA,Bland
Bland County,A,,2021-03-17T00:00:00Z,Wolf Creek,NA,NA,Bland
Tazewell County,C,,2021-03-17T00:00:00Z,Laurel Creek,NA,National Forest Water,Tazewell
Albemarle County,A,,2021-03-17T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Washington County,A,,2021-03-17T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Scott County,A,,2021-03-17T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Rockbridge County,B,,2021-03-17T00:00:00Z,Irish Creek,NA,National Forest Water,Rockbridge
Rockingham County,A,,2021-03-17T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Rockingham County,A,,2021-03-17T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Augusta County,A,,2021-03-17T00:00:00Z,Hearthstone Lake,NA,National Forest Water,Augusta
Amherst County,B,,2021-03-16T00:00:00Z,Piney River,S. Fork & Proper,"c(""NSF"", ""National Forest Water"")",Amherst
Bath County,A,,2021-03-16T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,,2021-03-16T00:00:00Z,Bullpasture River,NA,NA,Highland
Bath County,A,,2021-03-16T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Giles County,B,,2021-03-16T00:00:00Z,Dismal Creek,NA,National Forest Water,Giles
Tazewell County,A,,2021-03-16T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
Tazewell County,A,,2021-03-16T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Botetourt County,A,,2021-03-15T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
City of Richmond,U,,2021-03-15T00:00:00Z,Shields Lake,NA,NA,Richmond
Henrico County,U,,2021-03-15T00:00:00Z,Dorey Park Lake,NA,NA,Henrico
Albemarle County,B,,2021-03-15T00:00:00Z,Moormans River,S. Fork,NA,Albemarle
Albemarle County,A,,2021-03-15T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Albemarle County,A,,2021-03-15T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Shenandoah County,B,,2021-03-15T00:00:00Z,Tomahawk Pond,NA,National Forest Water,Shenandoah
Rockingham County,B,,2021-03-15T00:00:00Z,Silver Lake,NA,NA,Rockingham
Buchanan County,C,,2021-03-15T00:00:00Z,Russell Fork River,NA,NA,Buchanan
Dickenson County,C,,2021-03-15T00:00:00Z,Frying Pan Creek,NA,NA,Dickenson
Washington County,C,,2021-03-15T00:00:00Z,Straight Branch,NA,National Forest Water,Washington
Washington County,C,,2021-03-15T00:00:00Z,Valley Creek,NA,NA,Washington
Pulaski County,B,,2021-03-15T00:00:00Z,Peak Creek-Town of Pulaski,NA,NA,Pulaski
Wythe County,A,,2021-03-13T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Smyth County,B,,2021-03-13T00:00:00Z,Middle Fork Holston River,Upper,NA,Smyth
Smyth County,A,,2021-03-13T00:00:00Z,Staley Creek,NA,NA,Smyth
Madison County,A,,2021-03-12T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Augusta County,A,,2021-03-12T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Augusta County,B,,2021-03-12T00:00:00Z,Back Creek,NA,National Forest Water,Augusta
Bath County,+,,2021-03-12T00:00:00Z,Wilson Creek,Only,NA,Bath
Alleghany County,C,,2021-03-12T00:00:00Z,Wilson Creek,Lower,NA,Alleghany
Roanoke County,A,,2021-03-12T00:00:00Z,Roanoke River,Salem,NA,Roanoke
Dickenson County,A,,2021-03-12T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Dickenson County,B,,2021-03-12T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Dickenson County,A,,2021-03-12T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Patrick County,B,,2021-03-12T00:00:00Z,Dan River,Above Talbott,NSF,Patrick
Patrick County,C,,2021-03-12T00:00:00Z,Round Meadow Creek,NA,NSF,Patrick
Pulaski County,B,,2021-03-12T00:00:00Z,Peak Creek-Below Gatewood Reservoir,NA,NA,Pulaski
Giles County,A,,2021-03-12T00:00:00Z,Wolf Creek,NA,NA,Giles
Bath County,+,,2021-03-12T00:00:00Z,Douthat Lake,Only,NA,Bath
Amherst County,A,,2021-03-11T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Shenandoah County,A,,2021-03-11T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Highland County,B,,2021-03-11T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Augusta County,B,,2021-03-11T00:00:00Z,Upper Sherando Lake,NA,National Forest Water,Augusta
Bedford County,A,,2021-03-11T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Washington County,A,,2021-03-11T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,,2021-03-11T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,,2021-03-11T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Wise County,B,,2021-03-11T00:00:00Z,Bear Creek Reservoir,Wise Res.,NA,Wise
Wythe County,A,,2021-03-11T00:00:00Z,Cripple Creek,Ravens,Heritage Day Water,Wythe
Grayson County,B,,2021-03-11T00:00:00Z,Helton Creek,NA,NA,Grayson
Nelson County,C,,2021-03-10T00:00:00Z,South Rockfish River,NA,NSF,Nelson
Amherst County,DH,,2021-03-10T00:00:00Z,Pedlar River,Below Dam,"c(""Delayed Harvest Water"", ""National Forest Water"")",Amherst
Grayson County,A,,2021-03-10T00:00:00Z,Elk Creek,NA,NA,Grayson
Grayson County,A,,2021-03-10T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Patrick County,B,,2021-03-10T00:00:00Z,Rockcastle Creek,NA,NA,Patrick
Rockingham County,B,,2021-03-10T00:00:00Z,Slate Lick Lake,NA,National Forest Water,Rockingham
Rockingham County,B,,2021-03-10T00:00:00Z,Slate Lick Run,NA,National Forest Water,Rockingham
Rockingham County,C,,2021-03-10T00:00:00Z,German River,NA,NA,Rockingham
Warren County,B,,2021-03-10T00:00:00Z,Happy Creek,NA,NA,Warren
Henry County,A,,2021-03-10T00:00:00Z,Smith River,Lower,NA,Henry
Buchanan County,A,,2021-03-10T00:00:00Z,Dismal River,NA,NA,Buchanan
Russell County,A,,2021-03-10T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Albemarle County,B,,2021-03-10T00:00:00Z,Moormans River,S. Fork,NA,Albemarle
Madison County,A,,2021-03-09T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Wythe County,A,,2021-03-09T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
City of Chesapeake,U,,2021-03-09T00:00:00Z,Northwest River Park,NA,NA,Chesapeake
Rockingham County,A,,2021-03-09T00:00:00Z,South River,Grottoes,NA,Rockingham
Augusta County,A,,2021-03-09T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Scott County,B,,2021-03-09T00:00:00Z,Stock Creek,NA,NA,Scott
Wise County,A,,2021-03-09T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Wise County,A,,2021-03-09T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Grayson County,B,,2021-03-09T00:00:00Z,Fox Creek,NA,National Forest Water,Grayson
Grayson County,B,,2021-03-09T00:00:00Z,Middle Fox Creek,NA,NA,Grayson
Amherst County,DH,,2021-03-08T00:00:00Z,Piney River,NA,Delayed Harvest Water,Amherst
Carroll County,C,,2021-03-08T00:00:00Z,Lovills Creek,NA,NA,Carroll
Bath County,A,,2021-03-08T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Augusta County,A,,2021-03-08T00:00:00Z,Braley Pond,NA,National Forest Water,Augusta
Frederick County,B,,2021-03-08T00:00:00Z,Paddy Run,NA,National Forest Water,Frederick
Montgomery County,B,,2021-03-08T00:00:00Z,Toms Creek,NA,NA,Montgomery
Wise County,C,,2021-03-08T00:00:00Z,Clear Creek,NA,National Forest Water,Wise
City of Norton,B,,2021-03-08T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Washington County,A,,2021-03-08T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Tazewell County,B,,2021-03-08T00:00:00Z,Little Tumbling Creek,NA,NA,Tazewell
Washington County,B,,2021-03-08T00:00:00Z,Big Brumley Creek,NA,NA,Washington
Bath County,CR,,2021-03-07T00:00:00Z,Spring Run,NA,NA,Bath
Greene County,B,,2021-03-06T00:00:00Z,South River,NA,NA,Greene
Washington County,A,,2021-03-06T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Craig County,A,,2021-03-05T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Botetourt County,A,,2021-03-05T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Page County,B,,2021-03-05T00:00:00Z,Cub Run,NA,National Forest Water,Page
Page County,A,,2021-03-05T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Alleghany County,A,,2021-03-05T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Alleghany County,B,,2021-03-05T00:00:00Z,Pounding Mill Creek,NA,National Forest Water,Alleghany
Alleghany County,C,,2021-03-05T00:00:00Z,Smith Creek,NA,"c(""NSF"", ""National Forest Water"")",Alleghany
Floyd County,A,,2021-03-05T00:00:00Z,Burkes Fork,NA,NA,Floyd
Floyd County,A,,2021-03-05T00:00:00Z,Little River,NA,NA,Floyd
Tazewell County,A,,2021-03-05T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
Nelson County,A,,2021-03-05T00:00:00Z,Tye River,NA,NA,Nelson
Botetourt County,C,,2021-03-05T00:00:00Z,McFalls Creek,NA,National Forest Water,Botetourt
Tazewell County,A,,2021-03-05T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Smyth County,A,,2021-03-05T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Smyth County,A,,2021-03-05T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Botetourt County,B,,2021-03-04T00:00:00Z,Roaring Run,NA,National Forest Water,Botetourt
Bath County,A,,2021-03-04T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Augusta County,B,,2021-03-04T00:00:00Z,North River,Natural Chimneys,NA,Augusta
Carroll County,A,,2021-03-04T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,,2021-03-04T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Wythe County,B,,2021-03-04T00:00:00Z,Gullion Fork Ponds,NA,National Forest Water,Wythe
Madison County,A,,2021-03-04T00:00:00Z,Hughes River,NA,NA,Madison
Prince William County,B,,2021-03-04T00:00:00Z,Quantico MCB,NA,Heritage Day Water,Prince William
Smyth County,C,,2021-03-04T00:00:00Z,Cressy Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-03-04T00:00:00Z,Dickey Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-03-04T00:00:00Z,Comers Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-03-04T00:00:00Z,Hurricane Creek,NA,National Forest Water,Smyth
Wise County,DH,,2021-03-04T00:00:00Z,Pound River / N. Fork Pound River,NA,Delayed Harvest Water,Wise
Scott County,DH,,2021-03-04T00:00:00Z,Big Moccasin Creek,NA,Delayed Harvest Water,Scott
Dickenson County,B,,2021-03-04T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Roanoke County,A,,2021-03-03T00:00:00Z,Roanoke River,City,NA,Roanoke
Rockingham County,A,,2021-03-03T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Rockingham County,A,,2021-03-03T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Rockingham County,C,,2021-03-03T00:00:00Z,Hone Quarry Run,NA,National Forest Water,Rockingham
Rockbridge County,B,,2021-03-03T00:00:00Z,South River,NA,NA,Rockbridge
Patrick County,A,,2021-03-03T00:00:00Z,Dan River,Below Powerhouse,NA,Patrick
Bland County,A,,2021-03-03T00:00:00Z,Wolf Creek,NA,NA,Bland
Giles County,A,,2021-03-03T00:00:00Z,Wolf Creek,NA,NA,Giles
Scott County,B,,2021-03-03T00:00:00Z,Big Stony Creek,NA,NA,Scott
Scott County,B,,2021-03-03T00:00:00Z,Little Stony Creek,NA,National Forest Water,Scott
Lee County,A,,2021-03-03T00:00:00Z,Martins Creek,NA,NA,Lee
Lee County,DH,,2021-03-03T00:00:00Z,Indian Creek,NA,Delayed Harvest Water,Lee
City of Staunton,B,,2021-03-02T00:00:00Z,Lake Tams,NA,NA,Staunton
Frederick County,A,,2021-03-02T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Frederick County,A,,2021-03-02T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Shenandoah County,C,,2021-03-02T00:00:00Z,Peters Mill Creek,NA,National Forest Water,Shenandoah
Carroll County,DH,,2021-03-02T00:00:00Z,Chestnut Creek,NA,Delayed Harvest Water,Carroll
Albemarle County,A,,2021-03-02T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Grayson County,A,,2021-03-02T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Lee County,A,,2021-03-02T00:00:00Z,North Fork Powell River,NA,NA,Lee
Lee County,DH,,2021-03-02T00:00:00Z,Hardy Creek,NA,Delayed Harvest Water,Lee
Augusta County,A,,2021-03-01T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Roanoke County,A,,2021-03-01T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,,2021-03-01T00:00:00Z,Glade Creek,NA,NA,Roanoke
Pulaski County,B,,2021-03-01T00:00:00Z,Peak Creek-Town of Pulaski,NA,NA,Pulaski
Smyth County,A,,2021-03-01T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Scott County,A,,2021-03-01T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Tazewell County,A,,2021-02-27T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
Giles County,A,,2021-02-26T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Bath County,+,,2021-02-26T00:00:00Z,Douthat Lake,Only,NA,Bath
Bath County,A,,2021-02-26T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Rockbridge County,A,,2021-02-26T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,,2021-02-26T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Wythe County,A,,2021-02-26T00:00:00Z,Cripple Creek,Ravens,Heritage Day Water,Wythe
Grayson County,A,,2021-02-26T00:00:00Z,Elk Creek,NA,NA,Grayson
City of Alexandria,U,,2021-02-25T00:00:00Z,Cook Lake,NA,NA,Alexandria
City of Fredericksburg,U,,2021-02-25T00:00:00Z,Old Cossey Pond,NA,NA,Fredericksburg
Floyd County,B,,2021-02-25T00:00:00Z,Goose Creek,NA,NA,Floyd
City of Hampton,U,,2021-02-25T00:00:00Z,Armistead Pointe Park Pond,NA,NA,Hampton
City of Chesapeake,U,,2021-02-25T00:00:00Z,Northwest River Park,NA,NA,Chesapeake
Shenandoah County,A,,2021-02-25T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Giles County,B,,2021-02-25T00:00:00Z,Dismal Creek,NA,National Forest Water,Giles
Floyd County,B,,2021-02-25T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Washington County,A,,2021-02-25T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Amherst County,B,,2021-02-24T00:00:00Z,Pedlar River,Upper,"c(""Heritage Day Water"", ""National Forest Water"")",Amherst
Craig County,A,,2021-02-24T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Roanoke County,A,,2021-02-24T00:00:00Z,Roanoke River,Salem,NA,Roanoke
Bath County,A,,2021-02-24T00:00:00Z,Back Creek,NA,National Forest Water,Bath
City of Norton,B,,2021-02-24T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Patrick County,B,,2021-02-24T00:00:00Z,Dan River,Above Talbott,NSF,Patrick
Patrick County,C,,2021-02-24T00:00:00Z,Round Meadow Creek,NA,NSF,Patrick
Floyd County,C,,2021-02-24T00:00:00Z,Mira Fork,NA,NSF,Floyd
Floyd County,C,,2021-02-24T00:00:00Z,Rush Fork,NA,NSF,Floyd
Floyd County,B,,2021-02-24T00:00:00Z,West Fork Little River,NA,NSF,Floyd
Madison County,A,,2021-02-23T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Bedford County,A,,2021-02-23T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Roanoke County,DH,,2021-02-23T00:00:00Z,Roanoke River,Green Hill Park,Delayed Harvest Water,Roanoke
Roanoke County,DH,,2021-02-23T00:00:00Z,Roanoke River,Salem,Delayed Harvest Water,Roanoke
Smyth County,C,,2021-02-23T00:00:00Z,Dickey Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-02-23T00:00:00Z,Comers Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-02-23T00:00:00Z,Hurricane Creek,NA,National Forest Water,Smyth
Smyth County,C,,2021-02-23T00:00:00Z,Cressy Creek,NA,National Forest Water,Smyth
Patrick County,C,,2021-02-23T00:00:00Z,Poorhouse Creek,NA,NSF,Patrick
Wise County,A,,2021-02-22T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Wise County,A,,2021-02-22T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Augusta County,C,,2021-02-22T00:00:00Z,Falls Hollow,NA,"c(""NSF"", ""National Forest Water"")",Augusta
Augusta County,C,,2021-02-22T00:00:00Z,Mills Creek,NA,National Forest Water,Augusta
Page County,A,,2021-02-19T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Fairfax County,DH,,2021-02-17T00:00:00Z,Accotink Creek,NA,Delayed Harvest Water,Fairfax
Fairfax County,DH,,2021-02-17T00:00:00Z,Holmes Run,NA,Delayed Harvest Water,Fairfax
Shenandoah County,A,,2021-02-17T00:00:00Z,Stony Creek,NA,NA,Shenandoah
Bath County,A,,2021-02-17T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,,2021-02-17T00:00:00Z,Bullpasture River,NA,NA,Highland
Roanoke County,A,,2021-02-17T00:00:00Z,Tinker Creek,NA,Heritage Day Water,Roanoke
Roanoke County,A,,2021-02-17T00:00:00Z,Glade Creek,NA,NA,Roanoke
Montgomery County,B,,2021-02-17T00:00:00Z,Craig Creek,NA,National Forest Water,Montgomery
Smyth County,A,,2021-02-17T00:00:00Z,Middle Fork Holston River,Marion,Heritage Day Water,Smyth
Smyth County,A,,2021-02-17T00:00:00Z,Middle Fork Holston River,Chilhowie,Heritage Day Water,Smyth
Craig County,B,,2021-02-16T00:00:00Z,Barbours Creek,NA,"c(""NSF"", ""National Forest Water"")",Craig
Bath County,A,,2021-02-16T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Rockingham County,B,,2021-02-16T00:00:00Z,Slate Lick Lake,NA,National Forest Water,Rockingham
Rockingham County,B,,2021-02-16T00:00:00Z,Slate Lick Run,NA,National Forest Water,Rockingham
Washington County,A,,2021-02-12T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Botetourt County,B,,2021-02-11T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Botetourt County,B,,2021-02-11T00:00:00Z,North Creek,NA,National Forest Water,Botetourt
Rockingham County,B,,2021-02-11T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Alleghany County,A,,2021-02-11T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Alleghany County,B,,2021-02-11T00:00:00Z,Pounding Mill Creek,NA,National Forest Water,Alleghany
Page County,B,,2021-02-10T00:00:00Z,Cub Run,NA,National Forest Water,Page
Page County,C,,2021-02-10T00:00:00Z,Upper Passage Creek,NA,National Forest Water,Page
Augusta County,A,,2021-02-10T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Amherst County,C,,2021-02-10T00:00:00Z,Rocky Row Run,NA,National Forest Water,Amherst
City of Lynchburg,U,,2021-02-10T00:00:00Z,Ivy Creek Park Pond,Clemmons Lake,NA,Lynchburg
Smyth County,A,,2021-02-09T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Nelson County,C,,2021-02-09T00:00:00Z,South Rockfish River,NA,NSF,Nelson
City of Richmond,U,,2021-02-09T00:00:00Z,Shields Lake,NA,NA,Richmond
Henrico County,U,,2021-02-09T00:00:00Z,Dorey Park Lake,NA,NA,Henrico
Albemarle County,A,,2021-02-09T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Bath County,A,,2021-02-09T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Augusta County,A,,2021-02-09T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Lee County,A,,2021-02-09T00:00:00Z,Martins Creek,NA,NA,Lee
Lee County,A,,2021-02-09T00:00:00Z,North Fork Powell River,NA,NA,Lee
Nelson County,A,,2021-02-08T00:00:00Z,Tye River,NA,NA,Nelson
Franklin County,A,,2021-02-05T00:00:00Z,Pigg River,NA,Heritage Day Water,Franklin
Franklin County,B,,2021-02-05T00:00:00Z,Runnett Bag Creek,NA,NA,Franklin
Rockingham County,A,,2021-02-05T00:00:00Z,South River,Grottoes,NA,Rockingham
Augusta County,A,,2021-02-05T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Smyth County,A,,2021-02-05T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Shenandoah County,B,,2021-02-04T00:00:00Z,Mill Creek,NA,NA,Shenandoah
Prince William County,U,,2021-02-04T00:00:00Z,Locust Shade Park,NA,NA,Prince William
Grayson County,A,,2021-02-04T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Appomattox County,DH,,2021-02-03T00:00:00Z,Holliday Creek,NA,Delayed Harvest Water,Appomattox
Botetourt County,A,,2021-02-03T00:00:00Z,Jennings Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Botetourt
Botetourt County,C,,2021-02-03T00:00:00Z,McFalls Creek,NA,National Forest Water,Botetourt
Fauquier County,A,,2021-02-03T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Frederick County,A,,2021-02-03T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,,2021-02-03T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Dickenson County,B,,2021-02-03T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Dickenson County,B,,2021-02-03T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Greene County,B,,2021-02-02T00:00:00Z,South River,NA,NA,Greene
Madison County,A,,2021-02-02T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Bath County,A,,2021-01-29T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Botetourt County,B,,2021-01-29T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Botetourt County,B,,2021-01-29T00:00:00Z,North Creek,NA,National Forest Water,Botetourt
City of Lynchburg,U,,2021-01-29T00:00:00Z,Ivy Creek Park Pond,Clemmons Lake,NA,Lynchburg
Bath County,A,,2021-01-28T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Warren County,B,,2021-01-28T00:00:00Z,Happy Creek,NA,NA,Warren
Henry County,B,,2021-01-28T00:00:00Z,Smith River,Dam,NA,Henry
Madison County,A,,2021-01-27T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Highland County,B,,2021-01-27T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Scott County,A,,2021-01-27T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Amherst County,B,,2021-01-27T00:00:00Z,Piney River,S. Fork & Proper,"c(""NSF"", ""National Forest Water"")",Amherst
Washington County,A,,2021-01-27T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,,2021-01-27T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,,2021-01-27T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Bath County,CR,,2021-01-26T00:00:00Z,Spring Run,NA,NA,Bath
Amherst County,A,,2021-01-25T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Amherst County,C,,2021-01-25T00:00:00Z,Little Irish Creek,NA,NSF,Amherst
Tazewell County,A,,2021-01-25T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Henry County,A,,2021-01-25T00:00:00Z,Smith River,Lower,NA,Henry
Augusta County,B,,2021-01-22T00:00:00Z,North River,Upper,"c(""NSF"", ""National Forest Water"")",Augusta
Rockbridge County,A,,2021-01-22T00:00:00Z,Maury River,NA,NA,Rockbridge
Shenandoah County,A,,2021-01-22T00:00:00Z,Stony Creek,NA,NA,Shenandoah
