county_string,Category,species,date,waterbody1,waterbody2,specialtype,county
Augusta County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-27T00:00:00Z,Braley Pond,NA,National Forest Water,Augusta
Frederick County,B,Rainbow TroutBrown TroutBrook Trout,2022-04-27T00:00:00Z,Paddy Run,NA,National Forest Water,Frederick
Smyth County,A,Rainbow Trout,2022-04-27T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Russell County,A,Rainbow Trout,2022-04-27T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Giles County,A,Rainbow Trout,2022-04-26T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Madison County,A,Rainbow TroutBrook Trout,2022-04-26T00:00:00Z,Hughes River,NA,NA,Madison
Carroll County,A,Rainbow Trout,2022-04-26T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,Rainbow Trout,2022-04-26T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Floyd County,A,Rainbow Trout,2022-04-26T00:00:00Z,Burkes Fork,NA,NA,Floyd
Floyd County,A,Rainbow Trout,2022-04-26T00:00:00Z,Little River,NA,NA,Floyd
Bath County,A,Rainbow Trout,2022-04-26T00:00:00Z,Cowpasture River,NA,National Forest Water,Bath
Frederick County,A,Rainbow Trout,2022-04-26T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,Rainbow Trout,2022-04-26T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Augusta County,A,Rainbow TroutBrook Trout,2022-04-26T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Grayson County,A,Rainbow Trout,2022-04-26T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Dickenson County,A,Rainbow Trout,2022-04-26T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Dickenson County,A,Rainbow Trout,2022-04-26T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Henry County,A,Rainbow Trout,2022-04-25T00:00:00Z,Smith River,Lower,NA,Henry
Nelson County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-25T00:00:00Z,Tye River,NA,NA,Nelson
Wise County,B,Rainbow Trout,2022-04-25T00:00:00Z,Bear Creek Reservoir,Wise Res.,NA,Wise
City of Norton,B,Rainbow Trout,2022-04-25T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Washington County,A,Rainbow Trout,2022-04-25T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,Rainbow Trout,2022-04-25T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,Rainbow Trout,2022-04-25T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Page County,C,Brook Trout,2022-04-25T00:00:00Z,Upper Passage Creek,NA,National Forest Water,Page
Shenandoah County,C,Brook Trout,2022-04-25T00:00:00Z,Peters Mill Creek,NA,National Forest Water,Shenandoah
Highland County,B,Brook Trout,2022-04-25T00:00:00Z,South Branch Potomac River,NA,NA,Highland
Bath County,+,Rainbow TroutBrown TroutBrook Trout,2022-04-25T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Washington County,+,Rainbow Trout,2022-04-25T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-04-25T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Carroll County,C,Rainbow Trout,2022-04-25T00:00:00Z,Lovills Creek,NA,NA,Carroll
Carroll County,B,Brook Trout,2022-04-25T00:00:00Z,Stewarts Creek,NA,NSF,Carroll
Augusta County,,Rainbow TroutBrown Trout,2022-04-23T00:00:00Z,South River,Basic Park,Youth-Only,Augusta
Madison County,A,Rainbow TroutBrook Trout,2022-04-23T00:00:00Z,Rose River,NA,Heritage Day Water,Madison
Tazewell County,,Rainbow Trout,2022-04-23T00:00:00Z,South Fork Clinch River,NA,Youth-Only,Tazewell
Carroll County,+,Rainbow Trout,2022-04-23T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
City of Fredericksburg,U,Rainbow TroutBrown Trout,2022-04-23T00:00:00Z,Old Cossey Pond,NA,NA,Fredericksburg
Carroll County,+,Rainbow Trout,2022-04-23T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-04-23T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Rockbridge County,A,Rainbow TroutBrown TroutTiger Trout,2022-04-22T00:00:00Z,Maury River,NA,NA,Rockbridge
Rockbridge County,A,Rainbow TroutBrown TroutTiger Trout,2022-04-22T00:00:00Z,Mill Creek,NA,National Forest Water,Rockbridge
Rockingham County,B,Rainbow TroutBrook Trout,2022-04-22T00:00:00Z,Dry River,NA,NSF,Rockingham
Bath County,+,Rainbow TroutTiger Trout,2022-04-22T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Craig County,B,Brook Trout,2022-04-22T00:00:00Z,Barbours Creek,NA,"c(""NSF"", ""National Forest Water"")",Craig
Craig County,A,Rainbow TroutBrown Trout,2022-04-22T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Dickenson County,C,Rainbow Trout,2022-04-22T00:00:00Z,Frying Pan Creek,NA,NA,Dickenson
Buchanan County,C,Rainbow Trout,2022-04-22T00:00:00Z,Russell Fork River,NA,NA,Buchanan
Wythe County,A,Rainbow Trout,2022-04-22T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Pulaski County,B,Rainbow Trout,2022-04-22T00:00:00Z,Peak Creek-Below Gatewood Reservoir,NA,NA,Pulaski
Carroll County,+,Rainbow TroutBrown TroutBrook Trout,2022-04-22T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-04-22T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Rockbridge County,,Rainbow TroutBrook Trout,2022-04-21T00:00:00Z,Cave Mountain Lake,NA,"c(""Youth-Only"", ""National Forest Water"")",Rockbridge
Augusta County,B,Rainbow TroutBrown TroutBrook Trout,2022-04-21T00:00:00Z,North River,Gorge,National Forest Water,Augusta
Augusta County,B,Rainbow TroutBrown TroutBrook Trout,2022-04-21T00:00:00Z,North River,Natural Chimneys,NA,Augusta
Prince William County,B,Rainbow TroutBrown Trout,2022-04-21T00:00:00Z,Quantico MCB,NA,Heritage Day Water,Prince William
Franklin County,A,Rainbow TroutBrook Trout,2022-04-21T00:00:00Z,Pigg River,NA,Heritage Day Water,Franklin
Franklin County,B,Rainbow TroutBrown Trout,2022-04-21T00:00:00Z,Runnett Bag Creek,NA,NA,Franklin
Washington County,A,Rainbow Trout,2022-04-21T00:00:00Z,Beartree Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Washington
Wise County,A,Rainbow Trout,2022-04-21T00:00:00Z,South Fork Powell River,NA,Heritage Day Water,Wise
Wise County,A,Rainbow Trout,2022-04-21T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Giles County,B,Brook Trout,2022-04-21T00:00:00Z,Dismal Creek,NA,National Forest Water,Giles
Augusta County,A,Brown TroutBrook TroutTiger Trout,2022-04-20T00:00:00Z,South River,Ridgeview Park,NA,Augusta
Rockingham County,A,Brown TroutBrook TroutTiger Trout,2022-04-20T00:00:00Z,South River,Grottoes,NA,Rockingham
Alleghany County,A,Rainbow TroutBrook Trout,2022-04-20T00:00:00Z,Clifton Forge Reservoir,NA,National Forest Water,Alleghany
Alleghany County,C,Rainbow TroutBrook Trout,2022-04-20T00:00:00Z,Smith Creek,NA,"c(""NSF"", ""National Forest Water"")",Alleghany
Alleghany County,B,Brook Trout,2022-04-20T00:00:00Z,Pounding Mill Creek,NA,National Forest Water,Alleghany
Amherst County,B,Brook Trout,2022-04-20T00:00:00Z,Piney River,S. Fork & Proper,"c(""NSF"", ""National Forest Water"")",Amherst
Botetourt County,B,Brook Trout,2022-04-20T00:00:00Z,Roaring Run,NA,National Forest Water,Botetourt
Washington County,A,Rainbow Trout,2022-04-20T00:00:00Z,Big Tumbling Creek,NA,FFA,Washington
Washington County,B,Rainbow Trout,2022-04-20T00:00:00Z,Big Brumley Creek,NA,NA,Washington
Buchanan County,A,Rainbow Trout,2022-04-20T00:00:00Z,Dismal River,NA,NA,Buchanan
Grayson County,A,Rainbow Trout,2022-04-20T00:00:00Z,Elk Creek,NA,NA,Grayson
Grayson County,A,Rainbow Trout,2022-04-20T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Floyd County,B,Brown Trout,2022-04-20T00:00:00Z,Laurel Fork,NA,NA,Floyd
Carroll County,+,Rainbow Trout,2022-04-20T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Washington County,+,Rainbow Trout,2022-04-20T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Bath County,A,Rainbow TroutBrown TroutTiger Trout,2022-04-19T00:00:00Z,Jackson River,Rt. 623,National Forest Water,Bath
Shenandoah County,A,Rainbow TroutBrown TroutTiger Trout,2022-04-19T00:00:00Z,Passage Creek,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Shenandoah
Amherst County,DH,Rainbow TroutBrown Trout,2022-04-19T00:00:00Z,Piney River,NA,Delayed Harvest Water,Amherst
Franklin County,,Rainbow Trout,2022-04-19T00:00:00Z,Franklin County Park Pond,NA,Youth-Only,Franklin
Smyth County,,Rainbow Trout,2022-04-19T00:00:00Z,Forest Service Office Youth Ponds,NA,Youth-Only,Smyth
Lee County,A,Rainbow Trout,2022-04-19T00:00:00Z,North Fork Powell River,NA,NA,Lee
Lee County,A,Rainbow Trout,2022-04-19T00:00:00Z,Martins Creek,NA,NA,Lee
Wythe County,A,Rainbow Trout,2022-04-19T00:00:00Z,Cripple Creek,Ravens,Heritage Day Water,Wythe
Tazewell County,A,Rainbow Trout,2022-04-19T00:00:00Z,Lake Witten,NA,Heritage Day Water,Tazewell
Smyth County,A,Rainbow Trout,2022-04-19T00:00:00Z,South Fork Holston River,Buller Dam,National Forest Water,Smyth
Fauquier County,,Rainbow Trout,2022-04-18T00:00:00Z,Northern Fauquier Community Park Pond,NA,Youth-Only,Fauquier
Fauquier County,A,Rainbow Trout,2022-04-18T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Augusta County,A,Rainbow TroutBrook Trout,2022-04-18T00:00:00Z,Lower Sherando Lake,NA,National Forest Water,Augusta
Augusta County,B,Rainbow TroutBrook Trout,2022-04-18T00:00:00Z,Back Creek,NA,National Forest Water,Augusta
Bath County,+,Rainbow TroutBrook Trout,2022-04-18T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
City of Lynchburg,,Rainbow Trout,2022-04-18T00:00:00Z,Ivy Creek,NA,Youth-Only,Lynchburg
Bedford County,A,Rainbow Trout,2022-04-18T00:00:00Z,Liberty Lake,NA,Heritage Day Water,Bedford
Scott County,B,Rainbow Trout,2022-04-18T00:00:00Z,Big Stony Creek,NA,NA,Scott
Scott County,B,Rainbow Trout,2022-04-18T00:00:00Z,Little Stony Creek,NA,National Forest Water,Scott
Smyth County,A,Rainbow Trout,2022-04-18T00:00:00Z,Staley Creek,NA,NA,Smyth
Patrick County,B,Rainbow Trout,2022-04-18T00:00:00Z,Rockcastle Creek,NA,NA,Patrick
Carroll County,+,Rainbow Trout,2022-04-18T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-16T00:00:00Z,Glade Creek,NA,NA,Roanoke
Wythe County,A,Rainbow Trout,2022-04-16T00:00:00Z,Rural Retreat Lake Pond,NA,NA,Wythe
Tazewell County,B,Rainbow Trout,2022-04-16T00:00:00Z,Little Tumbling Creek,NA,NA,Tazewell
Tazewell County,A,Rainbow Trout,2022-04-16T00:00:00Z,Lincolnshire Lake,NA,Heritage Day Water,Tazewell
Augusta County,A,Rainbow TroutBrook Trout,2022-04-16T00:00:00Z,Elkhorn Lake,NA,National Forest Water,Augusta
Albemarle County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-16T00:00:00Z,Mint Springs Lake,Upper,NA,Albemarle
Albemarle County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-16T00:00:00Z,Mint Springs Lake,Middle,NA,Albemarle
Carroll County,+,Rainbow Trout,2022-04-16T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Giles County,,Brook Trout,2022-04-15T00:00:00Z,Glen Alton Pond,NA,"c(""Youth-Only"", ""National Forest Water"")",Giles
Montgomery County,B,Rainbow TroutBrown Trout,2022-04-15T00:00:00Z,Toms Creek,NA,NA,Montgomery
Carroll County,A,Rainbow Trout,2022-04-15T00:00:00Z,Crooked Creek,NA,NA,Carroll
Carroll County,A,Rainbow TroutBrown Trout,2022-04-15T00:00:00Z,Little Reed Island Creek,NA,NA,Carroll
Bland County,A,Rainbow Trout,2022-04-15T00:00:00Z,Wolf Creek,NA,NA,Bland
Giles County,A,Rainbow Trout,2022-04-15T00:00:00Z,Wolf Creek,NA,NA,Giles
Carroll County,+,Rainbow Trout,2022-04-15T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Grayson County,B,Rainbow Trout,2022-04-15T00:00:00Z,Fox Creek,NA,National Forest Water,Grayson
Grayson County,B,Rainbow Trout,2022-04-15T00:00:00Z,Middle Fox Creek,NA,NA,Grayson
Bath County,A,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-04-15T00:00:00Z,Jackson River,Hidden Valley,National Forest Water,Bath
Rockingham County,B,Rainbow TroutBrown TroutBrook TroutTiger Trout,2022-04-15T00:00:00Z,North Fork Shenandoah River,NA,NA,Rockingham
Bath County,+,Rainbow TroutBrown Trout,2022-04-15T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Amherst County,C,Brook Trout,2022-04-15T00:00:00Z,Little Irish Creek,NA,NSF,Amherst
Amherst County,C,Rainbow Trout,2022-04-15T00:00:00Z,Rocky Row Run,NA,National Forest Water,Amherst
Washington County,+,Rainbow Trout,2022-04-15T00:00:00Z,Clinch Mountain,NA,FFA,Washington
Franklin County,,Rainbow Trout,2022-04-14T00:00:00Z,Franklin County Park Pond,NA,Youth-Only,Franklin
Henry County,B,Rainbow Trout,2022-04-14T00:00:00Z,Smith River,Dam,NA,Henry
Floyd County,C,Brook Trout,2022-04-14T00:00:00Z,Mira Fork,NA,NSF,Floyd
Floyd County,C,Brook Trout,2022-04-14T00:00:00Z,Rush Fork,NA,NSF,Floyd
Floyd County,B,Rainbow Trout,2022-04-14T00:00:00Z,West Fork Little River,NA,NSF,Floyd
Scott County,A,Rainbow Trout,2022-04-14T00:00:00Z,Bark Camp Lake,NA,"c(""Heritage Day Water"", ""National Forest Water"")",Scott
Scott County,B,Rainbow Trout,2022-04-14T00:00:00Z,Stock Creek,NA,NA,Scott
Shenandoah County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-14T00:00:00Z,Stony Creek,NA,NA,Shenandoah
Rockingham County,B,Rainbow TroutBrook Trout,2022-04-14T00:00:00Z,Slate Lick Lake,NA,National Forest Water,Rockingham
Rockingham County,B,Rainbow TroutBrook Trout,2022-04-14T00:00:00Z,Slate Lick Run,NA,National Forest Water,Rockingham
Rockingham County,C,Rainbow TroutBrook Trout,2022-04-14T00:00:00Z,German River,NA,NA,Rockingham
Page County,B,Rainbow TroutBrook Trout,2022-04-14T00:00:00Z,Cub Run,NA,National Forest Water,Page
Madison County,A,Rainbow Trout,2022-04-14T00:00:00Z,Robinson River,NA,Heritage Day Water,Madison
Prince William County,B,Rainbow TroutBrown Trout,2022-04-14T00:00:00Z,Quantico MCB,NA,Heritage Day Water,Prince William
Botetourt County,B,Brook Trout,2022-04-13T00:00:00Z,North Creek,NA,National Forest Water,Botetourt
Botetourt County,B,Brook Trout,2022-04-13T00:00:00Z,Middle Creek,NA,National Forest Water,Botetourt
Montgomery County,B,Rainbow TroutBrook Trout,2022-04-13T00:00:00Z,Craig Creek,NA,National Forest Water,Montgomery
Prince William County,U,Rainbow TroutBrown Trout,2022-04-13T00:00:00Z,Locust Shade Park,NA,NA,Prince William
City of Alexandria,U,Rainbow TroutBrown Trout,2022-04-13T00:00:00Z,Cook Lake,NA,NA,Alexandria
Patrick County,A,Rainbow TroutBrown Trout,2022-04-13T00:00:00Z,Dan River,Below Powerhouse,NA,Patrick
Floyd County,B,Rainbow Trout,2022-04-13T00:00:00Z,Little Indian Creek,NA,NSF,Floyd
Carroll County,+,Rainbow TroutBrown Trout,2022-04-13T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Smyth County,B,Rainbow Trout,2022-04-13T00:00:00Z,Middle Fork Holston River,Upper,NA,Smyth
Warren County,B,Rainbow TroutBrook Trout,2022-04-13T00:00:00Z,Happy Creek,NA,NA,Warren
Rockingham County,A,Rainbow TroutBrook Trout,2022-04-13T00:00:00Z,Briery Branch Lake,NA,National Forest Water,Rockingham
Rockingham County,A,Rainbow TroutBrook Trout,2022-04-13T00:00:00Z,Hone Quarry Lake,NA,National Forest Water,Rockingham
Rockingham County,C,Rainbow TroutBrook Trout,2022-04-13T00:00:00Z,Hone Quarry Run,NA,National Forest Water,Rockingham
Henry County,A,Rainbow Trout,2022-04-12T00:00:00Z,Smith River,Lower,NA,Henry
Albemarle County,A,Brook Trout,2022-04-12T00:00:00Z,Sugar Hollow Reservoir,NA,NA,Albemarle
Albemarle County,A,Rainbow Trout,2022-04-12T00:00:00Z,Scottsville Lake,Was Named: Mink Creek Reservoir,NA,Albemarle
Frederick County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-12T00:00:00Z,Clearbrook Lake,NA,NA,Frederick
Frederick County,A,Rainbow TroutBrown TroutBrook Trout,2022-04-12T00:00:00Z,Winchester Lake,Wilkins Lake,NA,Frederick
Frederick County,B,Rainbow TroutBrown TroutBrook Trout,2022-04-12T00:00:00Z,Hogue Creek,NA,NA,Frederick
Bath County,+,Rainbow TroutBrook Trout,2022-04-12T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Rockbridge County,B,Rainbow TroutBrook Trout,2022-04-12T00:00:00Z,Irish Creek,NA,National Forest Water,Rockbridge
Grayson County,A,Rainbow TroutBrown Trout,2022-04-12T00:00:00Z,Elk Creek,NA,NA,Grayson
Grayson County,A,Rainbow TroutBrown Trout,2022-04-12T00:00:00Z,Hales Lake,NA,National Forest Water,Grayson
Grayson County,B,Rainbow Trout,2022-04-12T00:00:00Z,Helton Creek,NA,NA,Grayson
Washington County,A,Rainbow Trout,2022-04-12T00:00:00Z,Whitetop Laurel,Lower,National Forest Water,Washington
Washington County,A,Rainbow Trout,2022-04-12T00:00:00Z,Whitetop Laurel,Upper,National Forest Water,Washington
Washington County,A,Rainbow Trout,2022-04-12T00:00:00Z,Tennessee Laurel,NA,NA,Washington
Montgomery County,A,Rainbow Trout,2022-04-11T00:00:00Z,Pandapas Pond,NA,National Forest Water,Montgomery
Montgomery County,C,Rainbow Trout,2022-04-11T00:00:00Z,Poverty Creek,NA,National Forest Water,Montgomery
Augusta County,A,Rainbow TroutBrown Trout,2022-04-11T00:00:00Z,Braley Pond,NA,National Forest Water,Augusta
Bath County,A,Rainbow TroutBrown Trout,2022-04-11T00:00:00Z,Bullpasture River,NA,NA,Bath
Highland County,A,Rainbow TroutBrown Trout,2022-04-11T00:00:00Z,Bullpasture River,NA,NA,Highland
Amherst County,A,Rainbow TroutBrown Trout,2022-04-11T00:00:00Z,Pedlar River,Lower,National Forest Water,Amherst
Grayson County,A,Rainbow Trout,2022-04-11T00:00:00Z,Big Wilson Creek,NA,NA,Grayson
Dickenson County,A,Rainbow Trout,2022-04-11T00:00:00Z,Russell Fork River,Bartlick,NA,Dickenson
Dickenson County,B,Rainbow Trout,2022-04-11T00:00:00Z,Russell Fork River,Haysi,NA,Dickenson
Dickenson County,A,Rainbow Trout,2022-04-11T00:00:00Z,Pound River,Flannagan Dam,NA,Dickenson
Wythe County,A,Rainbow Trout,2022-04-11T00:00:00Z,Cripple Creek,Rt. 94,NA,Wythe
Carroll County,+,Rainbow Trout,2022-04-11T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Smyth County,A,Rainbow Trout,2022-04-09T00:00:00Z,South Fork Holston River,Lower,NA,Smyth
Rockingham County,B,Rainbow TroutBrown Trout,2022-04-09T00:00:00Z,Silver Lake,NA,NA,Rockingham
Shenandoah County,B,Rainbow TroutBrown Trout,2022-04-09T00:00:00Z,Tomahawk Pond,NA,National Forest Water,Shenandoah
Carroll County,+,Rainbow Trout,2022-04-09T00:00:00Z,Crooked Creek,NA,"c(""FFA"", ""Heritage Day Water"")",Carroll
Tazewell County,,Rainbow Trout,2022-04-09T00:00:00Z,South Fork Clinch River,NA,Youth-Only,Tazewell
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-08T00:00:00Z,Roanoke River,City,NA,Roanoke
Russell County,A,Rainbow Trout,2022-04-08T00:00:00Z,Big Cedar Creek,NA,NA,Russell
Smyth County,A,Rainbow Trout,2022-04-08T00:00:00Z,Staley Creek,NA,NA,Smyth
Nelson County,A,Rainbow TroutBrown Trout,2022-04-08T00:00:00Z,Tye River,NA,NA,Nelson
Fauquier County,A,Rainbow Trout,2022-04-08T00:00:00Z,Thompson WMA Pond,NA,NA,Fauquier
Page County,A,Rainbow TroutBrook Trout,2022-04-08T00:00:00Z,Hawksbill Creek,NA,Heritage Day Water,Page
Bath County,B,Rainbow TroutBrown Trout,2022-04-08T00:00:00Z,Pads Creek,NA,National Forest Water,Bath
Patrick County,C,Rainbow TroutBrown Trout,2022-04-08T00:00:00Z,South Mayo River,North Fork,NA,Patrick
Patrick County,C,Rainbow TroutBrown Trout,2022-04-08T00:00:00Z,South Mayo River,South Fork,NA,Patrick
Patrick County,C,Brook Trout,2022-04-08T00:00:00Z,Poorhouse Creek,NA,NSF,Patrick
Floyd County,A,Rainbow TroutBrown Trout,2022-04-08T00:00:00Z,Burkes Fork,NA,NA,Floyd
Floyd County,A,Rainbow Trout,2022-04-08T00:00:00Z,Little River,NA,NA,Floyd
Giles County,A,Rainbow Trout,2022-04-07T00:00:00Z,Big Stoney Creek,NA,National Forest Water,Giles
Wise County,C,Rainbow Trout,2022-04-07T00:00:00Z,Clear Creek,NA,National Forest Water,Wise
City of Norton,B,Rainbow Trout,2022-04-07T00:00:00Z,Norton Reservoir,Upper,NA,Norton
Lee County,A,Rainbow Trout,2022-04-07T00:00:00Z,North Fork Powell River,NA,NA,Lee
Lee County,DH,Rainbow Trout,2022-04-07T00:00:00Z,Hardy Creek,NA,Delayed Harvest Water,Lee
Wise County,A,Rainbow Trout,2022-04-07T00:00:00Z,Middle Fork Powell River,Appalachia,NA,Wise
Madison County,A,Rainbow TroutBrook Trout,2022-04-07T00:00:00Z,Hughes River,NA,NA,Madison
Prince William County,B,Rainbow TroutBrown Trout,2022-04-07T00:00:00Z,Quantico MCB,NA,Heritage Day Water,Prince William
Bath County,+,Rainbow TroutBrown Trout,2022-04-07T00:00:00Z,Douthat Lake & Wilson Creek,NA,FFA,Bath
Bath County,A,Rainbow TroutBrown Trout,2022-04-07T00:00:00Z,Back Creek,NA,National Forest Water,Bath
Augusta County,B,Brook Trout,2022-04-07T00:00:00Z,North River,Upper,"c(""NSF"", ""National Forest Water"")",Augusta
Augusta County,C,Brook Trout,2022-04-07T00:00:00Z,Falls Hollow,NA,"c(""NSF"", ""National Forest Water"")",Augusta
Augusta County,C,Brook Trout,2022-04-07T00:00:00Z,Mills Creek,NA,National Forest Water,Augusta
Bland County,B,Rainbow Trout,2022-04-07T00:00:00Z,Lick Creek,NA,NA,Bland
Tazewell County,C,Rainbow Trout,2022-04-07T00:00:00Z,Laurel Creek,NA,National Forest Water,Tazewell
Smyth County,C,Rainbow Trout,2022-04-07T00:00:00Z,Cressy Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-07T00:00:00Z,Comers Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-07T00:00:00Z,Dickey Creek,NA,National Forest Water,Smyth
Smyth County,C,Rainbow Trout,2022-04-07T00:00:00Z,Hurricane Creek,NA,National Forest Water,Smyth
Roanoke County,A,Rainbow TroutBrook Trout,2022-04-06T00:00:00Z,Roanoke River,Salem,NA,Roanoke
Craig County,A,Rainbow TroutBrown Trout,2022-04-06T00:00:00Z,Potts Creek,NA,National Forest Water,Craig
Dickenson County,B,Rainbow Trout,2022-04-06T00:00:00Z,Cranesnest River,NA,NA,Dickenson
Wise County,DH,Rainbow Trout,2022-04-06T00:00:00Z,Pound River / N. Fork Pound River,NA,Delayed Harvest Water,Wise
Washington County,C,Rainbow Trout,2022-04-06T00:00:00Z,Straight Branch,NA,National Forest Water,Washington
